Black Body Radiation Experiment Wed, Jan 24, 2024 4:26 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.00624
0.00000	0.00608
0.00000	0.00399
0.00000	0.00318
0.00000	0.00463
0.00000	0.00527
0.00000	0.00672
0.00000	0.00431
0.00000	0.00689
0.00000	0.00044
0.00000	0.00527
0.00000	0.00173
0.00000	0.00801
0.00000	0.00640
0.00000	0.00125
0.00000	0.00511
0.00000	0.00640
0.00000	0.00737
0.00000	0.00399
0.00000	0.00672
0.00000	0.00366
0.00000	0.00415
0.00000	0.00431
0.00000	0.00109
0.00000	0.00302
0.00000	0.00689
0.00000	0.00640
0.00000	0.00060
0.00000	0.00366
0.00000	0.00173
0.00000	0.00415
0.00000	0.00576
0.00000	0.00286
0.00000	0.00656
0.00000	0.00689
0.00000	0.00495
0.00000	0.00383
0.00000	0.00302
0.00000	0.00415
0.00000	0.00383
0.00000	0.00334
0.00000	0.00721
0.00000	0.00012
0.00000	0.00189
0.00000	0.00592
0.00000	0.00463
0.00000	0.00511
0.00000	0.00060
0.00000	0.00350
0.00000	0.00689
0.00000	-0.00020
0.00000	0.00544
0.00000	0.00544
0.00000	0.00479
0.00000	0.00737
0.00000	0.00479
0.00000	0.00656
0.00000	0.00302
0.00000	0.00350
0.00000	0.00157
0.00000	0.00527
0.00000	0.00157
0.00000	0.00624
0.00000	0.00221
0.00000	0.00592
0.00000	0.00157
0.00000	0.00656
0.00000	0.00383
0.00000	0.00173
0.00000	0.00576
0.00000	0.00560
0.00000	0.00415
0.00000	0.00157
0.00000	-0.00020
0.00000	0.00350
0.00000	0.00157
0.00000	-0.00069
0.00000	0.00608
0.00000	0.00495
0.00000	0.00205
0.00000	0.00286
0.00000	0.00495
0.00000	0.00576
0.02067	0.00479
0.04133	0.00221
0.05167	0.00383
0.07233	0.00672
0.08266	0.00431
0.08266	0.00495
0.08266	0.00898
0.09300	0.00221
0.09300	0.00576
0.10333	0.00447
0.11366	0.00012
0.15500	0.00060
0.17566	0.00721
0.18599	0.00656
0.21699	0.00656
0.23766	0.00286
0.25833	0.00415
0.30999	0.00431
0.35132	0.00302
0.37199	0.00592
0.41332	0.00592
0.45465	0.00044
0.47532	0.00527
0.50632	0.00431
0.53732	0.00270
0.54765	0.00431
0.57865	0.00560
0.59931	0.00447
0.59931	0.00447
0.61998	0.00399
0.64065	0.00383
0.67165	0.00334
0.68198	0.00286
0.72331	0.00463
0.75431	0.00334
0.77498	0.00447
0.82664	0.00834
0.86797	0.00125
0.88864	0.00592
0.95064	0.00173
0.99197	0.00495
1.01264	0.00254
1.06430	0.00399
1.08497	0.00544
1.09530	0.00125
1.12630	0.00254
1.14696	0.00672
1.15730	0.00238
1.18830	0.00254
1.21930	0.00302
1.22963	0.00221
1.27096	0.00399
1.32263	0.00592
1.34329	0.00721
1.40529	0.00511
1.43629	0.00318
1.45695	0.00189
1.54995	0.00672
1.59128	0.00383
1.61195	0.00544
1.69461	0.00318
1.77728	0.00205
1.81861	0.00383
1.93227	0.00721
2.01494	0.00286
2.04594	0.00431
2.12860	0.00093
2.20093	0.00189
2.22160	0.00415
2.32493	0.00495
2.38693	0.00334
2.41792	0.00318
2.53159	0.00254
2.58325	0.00608
2.61425	0.00527
2.69692	0.00431
2.76925	0.00383
2.80025	0.00415
2.87258	0.00012
2.94491	0.00511
2.97591	0.00399
3.03791	0.00093
3.05857	0.00399
3.06890	0.00431
3.08957	0.00415
3.09990	0.00560
3.11024	0.00028
3.14124	0.00350
3.17223	0.00399
3.19290	0.00318
3.22390	0.00463
3.22390	0.00447
3.22390	0.00544
3.22390	0.00109
3.23423	0.00753
3.23423	0.00479
3.23423	0.00544
3.23423	0.00624
3.23423	0.00592
3.23423	0.00383
3.23423	0.00028
3.23423	0.00254
3.23423	0.00366
3.23423	0.00624
3.23423	0.00544
3.23423	0.00527
3.23423	0.00495
3.23423	0.00608
3.24457	0.00463
3.28590	0.00383
3.39956	0.00399
3.50289	0.00350
3.54422	0.00479
3.66822	0.00334
3.74055	0.00511
3.77155	0.00012
3.84388	0.00399
3.89555	0.00560
3.92654	0.00205
3.98854	0.00415
4.02987	0.00254
4.06087	-0.00036
4.11254	0.00012
4.14354	0.00608
4.16420	-0.00101
4.20554	0.00318
4.24687	0.00270
4.26753	0.00157
4.32953	0.00157
4.37086	0.00334
4.39153	0.00431
4.50519	0.00479
4.58786	0.00350
4.62919	0.00286
4.76352	0.00157
4.83585	0.00415
4.89785	0.00415
5.03218	0.00576
5.09418	0.00495
5.12517	0.00544
5.19751	-0.00069
5.21817	-0.00036
5.22850	0.00495
5.24917	0.00415
5.28017	0.00479
5.30084	0.00431
5.38350	0.00753
5.46616	0.00608
5.52816	0.00769
5.64182	0.00399
5.71416	0.00624
5.75549	0.00399
5.86915	0.00302
5.94148	0.00656
5.98281	0.00350
6.08614	0.00286
6.15848	0.00479
6.19981	0.00302
6.31347	0.00060
6.40647	0.00608
6.45813	0.00125
6.59246	0.00318
6.71646	0.00286
6.75779	0.00882
6.89212	0.00350
6.97478	0.00672
7.00578	0.00914
7.12978	0.00785
7.19178	0.00608
7.27444	0.00431
7.42944	0.00415
7.53277	0.00447
7.57410	0.00415
7.76009	0.00495
7.85309	0.00383
7.91509	0.00463
8.07008	0.00415
8.14241	0.00350
8.17341	0.00544
8.26641	0.00785
8.28708	0.00495
8.29741	0.00076
8.33874	0.00350
8.35941	0.00270
8.36974	0.00044
8.40074	0.00286
8.42141	0.00254
8.42141	0.00383
8.42141	0.00221
8.42141	0.00221
8.42141	0.00527
8.42141	0.00431
8.42141	0.00576
8.42141	0.00640
8.43174	0.00560
8.43174	0.00576
8.45240	0.00157
8.47307	0.00479
8.52474	0.00302
8.55573	0.00125
8.56607	0.00511
8.58673	0.00447
8.59707	0.00672
8.59707	0.00286
8.61773	0.00721
8.63840	0.00431
8.65906	0.00689
8.69006	0.00592
8.79339	0.00447
8.86572	0.00479
8.91739	0.00173
9.08272	0.00672
9.19638	-0.00036
9.25838	0.00544
9.43404	0.00383
9.53737	0.00254
9.59937	0.00286
9.74403	0.00576
9.82669	0.00930
9.86803	0.00286
9.94036	0.00141
9.95069	0.00141
9.95069	0.00076
9.97136	-0.00278
10.01269	0.00753
10.05402	0.00721
10.10569	0.00173
10.16768	0.00125
10.24002	0.00463
10.27101	0.00157
10.37434	0.00254
10.45701	0.00318
10.49834	0.00511
10.65334	0.00463
10.74633	0.00527
10.78766	0.00431
10.90133	0.00560
10.97366	0.00463
11.02532	0.00753
11.10799	0.00334
11.15965	0.00028
11.16999	0.00656
11.21132	0.00560
11.23198	0.00463
11.24232	0.00511
11.27332	0.00560
11.31465	0.00383
11.32498	0.00028
11.43864	-0.00052
11.50064	0.00463
11.53164	0.00447
11.63497	0.00076
11.70730	0.00721
11.72797	0.00221
11.78997	0.00109
11.83130	0.00366
11.86230	0.00350
11.92430	0.00866
11.95530	0.00415
11.97596	0.00672
12.03796	0.00527
12.07929	0.00511
12.09996	0.00463
12.17229	0.00656
12.24462	0.00495
12.27562	0.00592
12.42028	0.00479
12.49261	0.00415
12.54428	0.00431
12.66827	0.00640
12.74060	0.00399
12.78194	0.00044
12.88527	0.00334
12.95760	0.00479
13.01960	0.00672
13.14359	0.00479
13.22626	0.00672
13.25725	0.00076
13.37092	0.00334
13.44325	0.00350
13.46392	0.00656
13.53625	0.00141
13.56725	-0.00004
13.57758	0.00624
13.60858	0.00592
13.63958	0.00511
13.64991	0.00383
13.72224	0.00463
13.75324	0.00350
13.76357	0.00383
13.80490	0.00270
13.81524	0.00431
13.82557	0.00640
13.85657	0.00431
13.89790	0.00576
13.90823	0.00672
13.98057	0.00334
14.01156	0.01059
14.03223	0.00238
14.13556	0.00850
14.19756	0.00705
14.21822	0.00479
14.30089	0.00495
14.37322	0.00576
14.40422	0.00254
14.49722	0.00431
14.56955	0.00141
14.60055	0.00173
14.70388	0.00205
14.78654	0.00511
14.83821	0.00334
14.93120	0.00560
15.00353	0.00672
15.04487	0.00431
15.12753	0.00221
15.15853	0.00608
15.17920	0.00221
15.21019	0.00173
15.21019	0.00254
15.22053	0.00238
15.24119	0.00302
