Black Body Radiation Experiment Wed, Jan 24, 2024 4:34 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.01559
0.00000	0.01414
0.00000	0.01526
0.00000	0.01639
0.00000	0.01124
0.00000	0.01269
0.00000	0.01462
0.00000	0.01043
0.00000	0.01526
0.00000	0.01430
0.00000	0.01559
0.00000	0.01188
0.00000	0.01591
0.00000	0.01816
0.00000	0.01156
0.00000	0.01414
0.00000	0.01397
0.00000	0.01559
0.00000	0.01188
0.00000	0.01269
0.00000	0.01285
0.00000	0.01236
0.00000	0.01559
0.00000	0.01559
0.00000	0.01462
0.00000	0.01301
-0.01033	0.01285
-0.01033	0.01349
-0.01033	0.01414
-0.01033	0.01188
-0.01033	0.01269
-0.01033	0.01655
-0.01033	0.01107
-0.01033	0.01301
-0.01033	0.01623
-0.01033	0.00930
-0.01033	0.01559
-0.01033	0.01559
-0.01033	0.01736
-0.01033	0.01043
-0.01033	0.00995
-0.01033	0.01236
-0.01033	0.01285
-0.01033	0.01430
-0.01033	0.00753
-0.01033	0.01736
-0.01033	0.01381
-0.01033	0.01752
-0.01033	0.01397
-0.01033	0.01542
-0.01033	0.01478
-0.01033	0.01591
-0.01033	0.01349
-0.01033	0.01317
-0.01033	0.01188
-0.01033	0.01591
-0.01033	0.01687
-0.01033	0.01510
-0.01033	0.01446
-0.01033	0.01220
-0.01033	0.01188
-0.01033	0.01252
-0.01033	0.01317
-0.01033	0.00914
-0.01033	0.01124
-0.01033	0.01526
-0.01033	0.01107
-0.01033	0.01043
-0.01033	0.01172
-0.01033	0.01236
-0.01033	0.01478
-0.01033	0.01397
-0.01033	0.01510
-0.01033	0.01542
-0.01033	0.01365
-0.01033	0.01510
-0.01033	0.01687
-0.01033	0.01381
-0.01033	0.01446
-0.01033	0.01285
-0.01033	0.01172
-0.01033	0.01559
-0.01033	0.01156
-0.01033	0.01301
-0.01033	0.01623
-0.01033	0.01011
-0.01033	0.01446
-0.01033	0.01526
-0.01033	0.01285
