Black Body Radiation Experiment Wed, Jan 24, 2024 4:25 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.00286
0.00000	0.00076
0.00000	0.00302
0.00000	0.00479
0.00000	0.00205
0.00000	0.00286
0.00000	0.00302
0.00000	0.00109
0.00000	0.00608
0.00000	0.00125
0.00000	0.00286
0.00000	0.00479
0.00000	-0.00246
0.00000	0.00463
0.00000	0.00238
0.00000	0.00463
0.00000	0.00205
0.00000	0.00366
0.00000	0.00511
0.00000	-0.00004
0.00000	0.00366
0.00000	0.00334
0.00000	0.00076
0.00000	0.00189
0.00000	0.00270
0.00000	0.00366
0.00000	0.00221
0.00000	0.00270
0.00000	0.00479
0.00000	0.00221
0.00000	0.00302
0.00000	0.00447
0.00000	0.00334
0.00000	0.00286
0.00000	0.00141
0.00000	0.00012
0.00000	0.00511
0.00000	-0.00262
0.00000	0.00447
0.00000	0.00930
0.00000	0.00415
0.00000	0.00656
0.00000	0.00254
0.00000	0.00093
0.00000	0.00334
0.00000	0.00141
0.00000	0.00254
0.00000	0.00012
0.00000	0.00383
0.00000	0.00318
0.00000	0.00012
0.00000	0.00302
0.00000	0.00672
0.00000	0.00044
0.00000	0.00640
0.00000	0.00415
0.00000	-0.00020
0.00000	0.00318
0.00000	0.00109
0.00000	0.00109
0.00000	0.00093
0.00000	0.00044
0.00000	0.00318
0.00000	0.00350
0.00000	0.00415
0.00000	0.00157
0.00000	0.00028
0.00000	0.00350
0.00000	0.00834
0.00000	0.00431
0.00000	-0.00004
0.00000	0.00221
0.00000	0.00270
0.00000	0.00109
0.00000	0.00302
0.00000	0.00383
0.00000	0.00238
0.00000	0.00527
0.00000	0.00238
0.00000	-0.00020
0.00000	0.00238
0.00000	-0.00262
-0.01033	0.00350
-0.01033	0.00383
-0.01033	0.00125
-0.01033	0.00366
-0.01033	0.00286
-0.01033	0.00817
-0.01033	0.00254
-0.01033	0.00173
-0.01033	0.00318
-0.01033	0.00608
-0.01033	0.00415
-0.01033	0.00705
-0.01033	0.00366
-0.01033	0.00173
-0.01033	0.00334
-0.01033	-0.00036
-0.01033	0.00624
-0.01033	0.00318
-0.01033	0.00334
-0.01033	-0.00020
-0.01033	0.00221
-0.01033	0.00012
-0.01033	0.00318
-0.01033	0.00173
-0.01033	0.00431
-0.01033	0.00350
-0.01033	0.00350
-0.01033	0.00511
-0.01033	0.00431
-0.01033	0.00044
-0.01033	0.00785
-0.01033	0.00592
-0.01033	0.00286
-0.01033	0.00318
-0.01033	0.00076
-0.01033	0.00527
-0.01033	0.00254
-0.01033	0.00221
-0.01033	0.00366
0.00000	0.00205
0.00000	0.00173
0.00000	0.00544
0.00000	-0.00020
0.00000	0.00093
0.00000	0.00479
0.00000	0.00544
0.00000	0.00189
0.00000	0.00060
0.00000	0.00592
0.00000	0.00221
0.00000	0.00141
0.00000	0.00221
0.00000	0.00479
0.00000	-0.00085
0.00000	0.00447
0.00000	0.00141
0.00000	0.00141
0.00000	0.00769
0.00000	0.00592
0.00000	0.00205
0.01033	0.00270
0.01033	0.00157
0.01033	0.00592
0.01033	0.00302
0.02067	0.00060
0.05167	0.00399
0.08266	0.00334
0.10333	0.00173
0.15500	0.00157
0.16533	0.00334
0.17566	0.00157
0.19633	0.00270
0.20666	0.00270
0.22733	0.00221
0.27899	0.00012
0.29966	0.00334
0.32032	0.00125
0.34099	0.00334
0.35132	0.00254
0.35132	0.00383
0.36166	0.00238
0.36166	0.00189
0.36166	0.00076
0.36166	0.00060
0.37199	0.00238
0.39265	0.00254
0.44432	0.00366
0.46499	0.00511
0.50632	0.00334
0.52698	0.00479
0.53732	-0.00133
0.55798	0.00560
0.58898	0.00238
0.59931	0.00076
0.66131	-0.00117
0.68198	0.00254
0.70264	0.00624
0.73364	0.00624
0.75431	0.00511
0.75431	0.00576
0.80597	0.00399
0.84731	-0.00036
0.89897	0.00334
0.90931	0.00447
0.95064	0.00431
0.97130	0.00366
0.98164	0.00318
1.01264	0.00302
1.03330	-0.00036
1.03330	0.00189
1.04363	0.00560
1.05397	0.00576
1.06430	0.00044
1.06430	0.00270
1.09530	0.00141
1.12630	0.00447
1.15730	0.00157
1.16763	0.00447
1.19863	0.00479
1.21930	0.00318
1.21930	0.00221
1.23996	0.00350
1.25029	-0.00004
1.28129	0.00447
1.31229	0.00415
1.32263	0.00173
1.36396	0.00544
1.38462	0.00801
1.39496	0.00270
1.42596	0.00157
1.46729	0.00221
1.47762	0.00318
1.53962	0.00173
1.58095	0.00254
1.60162	0.00125
1.64295	0.00318
1.67395	0.00238
1.69461	0.00205
1.74628	0.00399
1.77728	0.00012
1.79794	0.00270
1.84961	0.00141
1.88061	0.00205
1.91161	0.00205
1.96327	0.00495
1.98394	-0.00036
2.00460	0.00624
2.02527	0.00205
2.04594	0.00173
2.04594	0.00415
2.08727	0.00044
2.10793	0.00640
2.13893	0.00463
2.14927	0.00447
2.16993	0.00383
2.19060	0.00399
2.20093	0.00544
2.24226	0.00656
2.27326	0.00141
2.28360	0.00447
2.31459	0.00817
2.33526	0.00431
2.34559	0.00205
2.37659	0.00383
2.39726	0.00254
2.40759	0.00737
2.42826	0.00286
2.44892	0.00334
2.45926	0.00286
2.49026	0.00028
2.53159	0.00286
2.55225	0.00527
2.59359	0.00350
2.63492	0.00431
2.65558	0.00479
2.68658	0.00592
2.71758	0.00189
2.73825	0.00221
2.78991	-0.00101
2.82091	0.00511
2.84158	0.00254
2.89324	0.00270
2.93458	0.00560
2.95524	0.00495
2.98624	0.00447
3.01724	0.00366
3.03791	0.00270
3.09990	0.00141
3.13090	0.00012
3.14124	0.00302
3.17223	0.00527
3.19290	0.00511
3.21357	0.00189
3.25490	0.00383
3.29623	0.00415
3.31690	0.00044
3.37890	0.00511
3.40989	0.00028
3.43056	0.00479
3.46156	0.00463
3.49256	0.00125
3.51322	0.00334
3.54422	0.00173
3.55456	0.00221
3.55456	0.00270
3.56489	0.00302
3.56489	0.00125
3.57522	0.00060
3.57522	-0.00036
3.60622	0.00624
