Black Body Radiation Experiment Wed, Jan 24, 2024 4:10 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.07004
0.00000	0.07132
0.00000	0.06198
0.00000	0.06520
0.00000	0.06504
0.00000	0.06504
0.00000	0.06472
0.00000	0.06714
0.00000	0.06665
0.00000	0.06714
0.00000	0.06488
0.00000	0.06681
0.00000	0.06698
0.00000	0.06875
0.00000	0.06923
0.00000	0.06569
0.00000	0.06166
0.00000	0.06569
0.00000	0.06875
0.00000	0.06472
0.00000	0.06730
0.00000	0.06504
0.00000	0.07358
0.00000	0.06714
0.00000	0.06698
0.00000	0.06359
0.00000	0.06730
0.00000	0.06327
0.00000	0.06456
0.00000	0.06311
0.00000	0.06698
0.00000	0.06778
0.00000	0.06714
0.00000	0.06698
0.00000	0.06569
0.00000	0.07004
0.00000	0.07132
0.00000	0.06553
0.00000	0.06327
0.00000	0.06971
0.00000	0.06585
0.00000	0.06810
0.00000	0.07004
0.00000	0.06762
0.00000	0.06617
0.00000	0.06569
0.00000	0.06665
0.00000	0.06633
0.00000	0.06391
0.00000	0.06681
0.00000	0.06633
0.00000	0.06746
0.00000	0.06601
0.00000	0.06633
0.00000	0.06456
0.00000	0.06698
0.00000	0.06730
0.00000	0.06359
0.00000	0.06907
0.00000	0.06665
0.00000	0.06891
0.00000	0.06730
0.00000	0.06504
0.00000	0.06488
0.00000	0.06875
0.00000	0.06746
0.00000	0.06585
0.00000	0.06536
0.00000	0.06391
0.00000	0.06553
0.00000	0.06778
0.00000	0.06536
0.00000	0.06488
0.00000	0.06359
0.00000	0.06698
0.00000	0.06504
0.00000	0.06601
0.00000	0.06520
0.00000	0.06907
0.00000	0.06762
0.00000	0.06601
0.00000	0.06826
0.00000	0.06762
0.00000	0.06665
0.00000	0.06891
0.00000	0.07036
0.00000	0.06971
0.00000	0.06794
0.00000	0.06955
0.00000	0.06553
0.00000	0.06698
0.00000	0.06617
0.00000	0.06649
0.00000	0.06536
0.00000	0.06907
0.00000	0.07229
0.00000	0.06778
0.00000	0.06569
0.00000	0.06279
0.00000	0.06601
0.00000	0.06698
0.00000	0.06601
0.00000	0.06553
0.00000	0.06971
0.00000	0.06649
0.00000	0.06987
0.00000	0.06810
0.00000	0.06794
0.00000	0.06408
0.00000	0.06649
0.00000	0.06327
0.00000	0.07052
0.00000	0.06714
0.00000	0.06601
0.00000	0.06488
0.00000	0.06859
0.00000	0.06359
0.00000	0.07020
0.00000	0.06730
0.00000	0.06810
0.00000	0.07036
0.00000	0.07052
0.00000	0.06794
0.00000	0.06939
0.01033	0.06601
0.01033	0.06907
0.01033	0.07036
0.01033	0.06794
0.01033	0.06843
0.01033	0.07213
0.01033	0.06649
0.01033	0.07004
0.01033	0.07004
0.01033	0.06843
0.02067	0.06617
0.09300	0.06859
0.13433	0.06875
0.18599	0.06891
0.21699	0.07277
0.32032	0.07020
0.36166	0.06859
0.38232	0.06391
0.45465	0.06536
0.50632	0.07165
0.52698	0.06504
0.56832	0.07068
0.58898	0.06440
0.59931	0.06891
0.64065	0.06633
0.67165	0.07181
0.69231	0.07068
