Black Body Radiation Experiment Wed, Jan 24, 2024 4:09 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.04635
0.00000	0.04329
0.00000	0.04217
0.00000	0.04619
0.00000	0.04571
0.00000	0.04507
0.00000	0.04555
0.00000	0.04362
0.00000	0.05280
0.00000	0.04797
0.00000	0.04619
0.00000	0.04909
0.00000	0.04700
0.00000	0.04587
0.00000	0.04619
0.00000	0.04362
0.00000	0.04490
0.00000	0.04442
0.00000	0.04088
0.00000	0.04635
0.00000	0.04619
0.00000	0.04861
0.00000	0.04539
0.00000	0.04748
0.00000	0.04700
0.00000	0.04555
0.00000	0.04281
0.00000	0.04474
0.00000	0.04523
0.00000	0.04056
0.00000	0.04297
0.00000	0.04233
0.00000	0.03878
0.00000	0.04104
0.00000	0.04990
0.00000	0.05360
0.00000	0.04909
0.00000	0.04829
0.00000	0.04490
0.00000	0.04603
0.00000	0.05054
0.00000	0.04442
0.00000	0.04136
0.00000	0.04474
0.00000	0.04201
0.00000	0.04780
0.00000	0.05006
0.00000	0.04732
0.00000	0.05119
0.00000	0.04958
0.00000	0.04877
0.00000	0.04652
0.00000	0.04635
0.00000	0.04587
0.00000	0.04571
0.00000	0.04281
0.00000	0.04394
0.00000	0.05248
0.00000	0.04845
0.00000	0.04813
0.00000	0.04507
0.00000	0.04780
0.00000	0.05135
0.00000	0.04958
0.00000	0.04780
0.00000	0.04587
0.00000	0.04829
0.00000	0.05151
0.00000	0.04732
0.00000	0.04990
0.00000	0.04797
0.00000	0.04925
0.00000	0.05087
0.00000	0.04845
0.00000	0.04603
0.00000	0.05232
0.00000	0.04668
0.00000	0.05054
0.00000	0.04813
0.00000	0.05328
0.00000	0.05070
0.00000	0.05199
0.00000	0.05119
0.00000	0.05167
0.00000	0.04797
0.00000	0.05167
0.00000	0.04990
0.00000	0.04635
0.00000	0.04716
0.00000	0.05022
0.00000	0.05022
0.00000	0.05038
0.00000	0.04716
0.00000	0.04780
0.00000	0.04474
0.00000	0.05006
0.00000	0.04925
0.00000	0.04329
0.00000	0.04587
0.00000	0.04410
0.00000	0.04764
0.00000	0.04764
0.00000	0.04829
0.00000	0.04829
0.00000	0.04925
0.00000	0.04684
0.00000	0.04652
0.00000	0.04023
0.00000	0.04120
0.00000	0.04426
0.00000	0.04297
0.00000	0.04507
0.00000	0.04652
0.00000	0.04426
0.00000	0.04764
0.00000	0.04281
0.00000	0.04780
0.00000	0.04136
0.00000	0.04410
0.00000	0.04668
0.00000	0.04265
0.00000	0.04555
0.00000	0.04555
0.00000	0.04104
0.00000	0.04797
0.00000	0.04748
0.00000	0.04942
0.00000	0.04442
0.00000	0.04442
0.00000	0.04490
0.00000	0.04877
0.00000	0.05022
0.00000	0.04539
0.00000	0.04684
0.00000	0.04426
0.00000	0.04813
0.00000	0.04458
0.00000	0.04233
0.00000	0.04877
0.00000	0.04426
0.00000	0.04426
0.00000	0.04345
0.00000	0.05054
0.00000	0.04764
0.00000	0.04555
0.00000	0.04394
0.00000	0.04942
0.00000	0.04458
0.00000	0.04652
0.00000	0.04378
0.00000	0.04362
0.00000	0.04748
0.00000	0.04184
0.00000	0.04813
0.00000	0.04619
0.00000	0.04265
0.00000	0.04555
0.00000	0.04426
0.00000	0.04555
0.00000	0.04652
0.00000	0.04829
0.00000	0.04394
0.00000	0.04684
0.00000	0.04909
0.00000	0.04168
0.00000	0.04813
0.00000	0.04474
0.00000	0.05006
0.00000	0.04700
0.00000	0.04603
0.00000	0.04925
0.00000	0.04394
0.00000	0.04990
0.00000	0.04652
0.00000	0.05038
0.00000	0.04780
0.00000	0.04684
0.00000	0.04136
0.00000	0.04603
0.00000	0.04410
0.00000	0.04539
0.00000	0.04652
0.00000	0.04797
0.00000	0.04958
0.00000	0.04684
0.00000	0.04619
0.00000	0.04909
0.00000	0.04829
0.00000	0.04426
0.01033	0.05038
0.01033	0.04748
0.02067	0.04571
0.02067	0.05070
0.02067	0.05457
0.02067	0.05070
0.03100	0.05183
0.07233	0.04748
0.18599	0.04893
0.23766	0.04893
0.44432	0.05054
0.51665	0.05199
0.56832	0.05344
0.68198	0.05264
0.77498	0.04410
0.83697	0.04925
0.97130	0.05087
1.03330	0.04974
1.06430	0.04748
1.16763	0.05135
1.26063	0.04893
1.28129	0.04652
1.37429	0.04909
1.44662	0.04410
1.47762	0.05135
1.54995	0.05409
1.61195	0.04797
1.63262	0.05570
1.75661	0.05135
1.84961	0.04764
1.98394	0.04764
2.19060	0.05248
2.25260	0.05119
2.30426	0.05135
2.42826	0.04942
2.51092	0.05473
2.55225	0.04990
2.65558	0.05054
2.73825	0.04845
2.75891	0.05248
2.89324	0.05570
2.99657	0.04861
3.06890	0.05232
3.25490	0.05119
3.40989	0.04780
3.47189	0.04700
3.68889	0.04829
3.83355	0.04748
3.88521	0.05167
4.04021	0.04861
4.11254	0.05489
4.14354	0.05070
4.20554	0.04426
4.25720	0.05119
4.27787	0.04958
4.33987	0.05135
4.38120	0.05183
4.41220	0.04732
4.48453	0.04668
4.52586	0.05087
4.54653	0.05167
4.63952	0.04442
4.74285	0.05038
4.76352	0.05119
4.86685	0.05280
4.93918	0.04958
4.98051	0.05167
5.08384	0.04635
5.15617	0.05054
5.18717	0.04539
5.28017	0.05215
5.36283	0.04603
5.39383	0.05296
5.47650	0.05103
5.53849	0.04732
5.55916	0.05312
5.64182	0.05360
5.70382	0.05522
5.73482	0.05087
5.87948	0.05103
5.97248	0.05264
6.01381	0.04797
6.14814	0.04813
6.22047	0.05038
6.25147	0.04797
6.33414	0.04458
6.39613	0.05006
6.41680	0.04619
6.52013	0.04394
6.59246	0.05312
6.61313	0.04652
6.69579	0.05022
6.76812	0.05215
6.79912	0.05054
6.92312	0.05489
6.98512	0.04748
7.02645	0.05280
7.15044	0.05312
7.23311	0.04088
7.28477	0.04877
7.38810	0.04813
