Sensor_Position	Light_Intensity
54.20698	-0.02517
54.43431	-0.02727
55.11629	-0.02711
55.60194	-0.02501
55.84993	-0.03242
56.55258	-0.02388
57.06923	-0.02936
57.33789	-0.02421
58.09220	-0.02582
58.62951	-0.02566
58.86717	-0.02598
59.61115	-0.02791
60.04513	-0.02388
60.29313	-0.02872
61.06810	-0.03001
61.55375	-0.03291
61.79141	-0.02743
62.48373	-0.02743
62.92805	-0.03113
63.17604	-0.02340
63.88902	-0.02614
64.31267	-0.02775
64.56066	-0.02694
65.14964	-0.02549
65.60430	-0.03001
65.82129	-0.02453
66.46194	-0.02678
66.94759	-0.02694
67.17491	-0.02259
67.90856	-0.02888
68.40454	-0.02694
68.62153	-0.03210
69.44818	-0.02936
69.97516	-0.03049
70.29548	-0.03033
71.12212	-0.03065
71.75244	-0.02839
72.09343	-0.02823
73.05440	-0.03274
73.75704	-0.02582
74.12903	-0.03129
75.10033	-0.02678
75.76165	-0.02211
76.11297	-0.02340
77.02227	-0.02147
77.66292	-0.01567
77.96258	-0.01212
78.80988	0.00189
79.40920	0.00721
79.63653	0.00914
80.32884	0.00882
80.87649	0.00560
81.14515	-0.00149
81.88912	-0.01180
82.41611	-0.01035
82.67443	-0.01325
83.38741	-0.01825
83.88339	-0.01647
84.13139	-0.01873
84.78237	-0.02018
85.29902	-0.02147
85.50568	-0.02662
86.14632	-0.02614
86.59064	-0.02759
86.83864	-0.02727
87.54128	-0.02066
88.02693	-0.02598
88.26459	-0.02743
88.93624	-0.02485
89.35989	-0.02711
89.62855	-0.02598
90.36219	-0.02968
