Sensor_Position	Light_Intensity
4.89785	-0.02678
4.97018	-0.03274
5.25950	-0.02582
5.53849	-0.02839
5.60049	-0.02823
5.93115	-0.03049
6.14814	-0.02904
6.26181	-0.03790
6.59246	-0.03065
6.86112	-0.03049
7.09878	-0.02276
7.47077	-0.02404
7.77043	-0.03226
7.90475	-0.02501
8.31807	-0.02904
8.61773	-0.02968
8.76239	-0.03129
9.20671	-0.02984
9.54770	-0.03226
9.70270	-0.02711
10.20902	-0.03162
10.56034	-0.02517
10.74633	-0.02598
11.12865	-0.02952
11.41798	-0.02646
11.53164	-0.02566
11.90363	-0.02614
12.24462	-0.02388
12.36862	-0.02437
12.84393	-0.02308
13.19526	-0.02259
13.36058	-0.02598
13.95990	-0.02646
14.28022	-0.02388
14.40422	-0.02582
14.97253	-0.02485
15.32386	-0.02920
15.47885	-0.02549
16.09883	-0.02163
16.42949	-0.02598
16.59482	-0.02340
17.04947	-0.02147
17.34913	-0.02582
17.54545	-0.02147
17.95878	-0.02034
18.24810	-0.02179
18.36176	-0.01567
18.78542	-0.01486
19.04374	-0.00262
19.19874	-0.00471
19.63272	0.01011
19.92205	0.02219
20.09771	0.03975
20.53170	0.07584
20.77969	0.10129
20.94502	0.15010
21.36867	0.30830
21.64766	0.42026
21.89565	0.59989
22.29864	1.05837
22.56730	1.39071
22.73263	1.75673
23.21828	2.41047
23.50760	2.60975
23.77626	2.66146
24.34458	2.40322
24.65457	2.14884
24.75790	2.02963
25.18155	1.61706
25.47088	1.35543
25.58454	1.24653
25.92553	0.96058
26.20452	0.80883
26.32852	0.73521
26.70050	0.56396
26.96916	0.47681
27.09316	0.44427
27.48581	0.33665
27.76480	0.28204
27.88880	0.25900
28.24012	0.19730
28.50878	0.17040
28.63278	0.15493
28.97377	0.11949
29.19076	0.09984
29.28376	0.09517
29.64541	0.06698
29.88307	0.06037
29.99673	0.05135
30.31706	0.03927
30.51339	0.03298
30.61672	0.02976
30.95770	0.02477
31.15403	0.01397
31.26770	0.01510
31.72235	0.00979
32.01167	0.00930
32.16667	0.00238
32.61099	-0.00246
32.94164	-0.00439
33.09664	-0.00971
33.56162	-0.00826
33.86128	-0.01003
34.03694	-0.00649
34.49160	-0.00890
34.79125	-0.01422
34.96691	-0.01180
35.44223	-0.00826
35.77289	-0.01325
35.94855	-0.01180
36.45487	-0.01406
36.76486	-0.01438
36.91985	-0.01551
37.40550	-0.01760
37.75683	-0.01535
37.92216	-0.01647
38.33548	-0.01373
38.53180	-0.01390
38.73846	-0.01422
39.15178	-0.02002
39.42044	-0.02292
39.56510	-0.02131
40.03009	-0.02147
40.25742	-0.02147
40.36075	-0.01438
40.68107	-0.01986
40.96006	-0.01599
41.05306	-0.01841
41.38371	-0.01502
41.65237	-0.01599
41.76604	-0.02324
42.15869	-0.01518
42.40668	-0.02050
42.55134	-0.01551
42.97500	-0.02179
43.29532	-0.01712
43.43998	-0.01390
43.89464	-0.02356
44.25629	-0.01518
44.40095	-0.01518
44.92794	-0.01680
45.17593	-0.02018
45.32059	-0.02082
45.86824	-0.01551
46.25056	-0.01535
46.39523	-0.01325
46.89121	-0.01808
47.23220	-0.01567
47.39753	-0.01390
47.86251	-0.01615
48.20350	-0.01438
48.35850	-0.01454
48.82348	-0.01825
49.20580	-0.01406
49.32980	-0.01728
49.87745	-0.01551
50.21844	-0.01599
50.37344	-0.01406
50.92108	-0.01615
51.28274	-0.01728
51.45840	-0.01615
52.01638	-0.01277
52.37804	-0.01712
52.59503	-0.01502
53.19435	-0.01422
53.66967	-0.00826
53.86599	-0.01905
54.55831	-0.01792
55.04396	-0.01663
55.25062	-0.00906
55.98426	-0.01180
56.42858	-0.01261
56.68691	-0.01245
57.37922	-0.01325
57.84420	-0.00777
58.08186	-0.01680
58.78451	-0.01631
59.24949	-0.01615
59.46649	-0.01825
60.06580	-0.00987
60.47912	-0.01535
60.67545	-0.01035
61.23343	-0.01148
61.68808	-0.01390
61.87408	-0.01212
62.41139	-0.01003
62.84538	-0.01293
62.97971	-0.01019
63.61002	-0.01212
64.11634	-0.01132
64.37467	-0.01261
65.05665	-0.01309
65.46997	-0.01003
65.68696	-0.01212
66.35861	-0.01180
66.84426	-0.01261
67.07158	-0.01051
67.80523	-0.01067
68.38388	-0.00842
68.63187	-0.00794
69.33451	-0.00665
69.89250	-0.01083
70.19215	-0.01067
70.99813	-0.00552
71.53544	-0.00826
71.84543	-0.00600
72.62041	-0.00391
73.11640	-0.01164
73.34372	-0.00987
74.04637	-0.00794
74.48035	-0.01390
74.70768	-0.01132
75.37932	-0.01245
75.84431	-0.00616
76.10264	-0.00584
76.74328	-0.00600
77.21860	-0.00278
77.45626	0.00286
78.23124	0.01220
78.67556	0.02138
78.98555	0.02171
79.72952	0.02863
80.17384	0.03669
80.49417	0.03604
81.19681	0.02171
81.71346	0.01188
81.89946	0.01043
82.66410	0.00689
83.20142	0.00431
83.42874	0.00334
84.17272	-0.00165
84.69970	-0.00117
84.94769	-0.00487
85.70200	-0.01325
86.18766	-0.00874
86.42532	-0.01164
87.23129	-0.01132
87.76861	-0.01003
88.04760	-0.01712
88.81224	-0.01293
89.33922	-0.00810
89.61822	-0.01293
90.31053	-0.01067
