Sensor_Position	Light_Intensity
11.95530	0.02912
12.16196	0.03411
12.25495	0.03427
12.55461	0.03331
12.76127	0.03459
12.84393	0.03524
13.09193	0.03347
13.20559	0.03508
13.24692	0.03089
13.30892	0.03347
13.35025	0.02751
13.38125	0.03508
13.44325	0.03959
13.48458	0.03540
13.49491	0.03540
13.57758	0.03266
13.61891	0.03218
13.64991	0.03540
13.76357	0.03121
13.86690	0.03476
13.90823	0.03250
14.15623	0.03492
14.30089	0.03733
14.34222	0.03121
14.51788	0.03476
14.71421	0.03830
14.78654	0.03540
15.01387	0.03443
15.15853	0.03363
15.22053	0.03621
15.41685	0.04056
15.54085	0.03395
15.59252	0.03878
15.81984	0.04088
15.94384	0.03540
15.98517	0.04313
16.15050	0.03653
16.27449	0.03830
16.40882	0.04507
16.59482	0.04490
16.70848	0.04345
16.79115	0.03766
17.00814	0.04023
17.17347	0.04281
17.22513	0.04716
17.46279	0.04555
17.59712	0.04732
17.77278	0.05135
18.03111	0.05070
18.21710	0.05570
18.39276	0.05618
18.79575	0.06230
19.03341	0.06843
19.22974	0.06987
19.61206	0.09227
19.76705	0.10161
19.89105	0.11740
20.10804	0.14994
20.21137	0.16782
20.34570	0.19650
20.65569	0.24982
20.74869	0.28043
20.83135	0.32602
21.01735	0.42268
21.15168	0.48679
21.27567	0.56106
21.62699	0.78837
21.73032	0.92385
21.81299	1.07641
22.13331	1.53748
22.26764	1.81247
22.41230	2.04945
22.83596	2.65212
23.04262	2.87315
23.21828	2.99897
23.63160	3.02700
23.80726	2.89457
24.06559	2.70947
24.53057	2.22359
24.75790	1.94151
24.84056	1.82874
25.17122	1.43131
25.37788	1.22366
25.47088	1.11717
25.76020	0.87520
25.95653	0.74906
26.03919	0.69558
26.31818	0.54995
26.54551	0.47246
26.61784	0.44008
26.88650	0.35631
27.08283	0.31023
27.13449	0.28913
27.39282	0.24789
27.60981	0.21857
27.67181	0.21051
27.91980	0.17958
28.12646	0.16444
28.18846	0.15284
28.43645	0.13383
28.62244	0.12030
28.67411	0.12159
28.91177	0.11224
29.12876	0.10113
29.18043	0.10226
29.37675	0.09372
29.51108	0.08921
29.55242	0.08872
29.71774	0.07874
29.84174	0.08405
29.89340	0.07567
30.05873	0.06875
30.14140	0.07100
30.18273	0.06810
30.35839	0.06424
30.50305	0.06279
30.57538	0.06408
30.83371	0.06198
31.00937	0.05892
31.09203	0.05973
31.36069	0.05795
31.55702	0.06408
31.66035	0.05940
31.97034	0.05844
32.17700	0.05699
32.28033	0.06021
32.56965	0.05860
32.76598	0.05070
32.85898	0.05924
33.13797	0.05280
33.31363	0.05183
33.39630	0.05940
33.63396	0.05666
33.79928	0.05296
33.87161	0.05006
34.01628	0.05232
34.20227	0.04942
34.29527	0.05328
34.51226	0.04942
34.67759	0.05151
34.74992	0.05328
34.99791	0.05457
35.16324	0.04684
35.23557	0.05232
35.51456	0.04652
35.67989	0.04925
35.77289	0.04764
36.04155	0.05296
36.19654	0.05135
36.32054	0.04829
36.58920	0.05232
36.79586	0.04539
36.89919	0.05409
37.19884	0.05183
37.32284	0.04555
37.39517	0.04909
37.69483	0.05054
37.87049	0.04619
37.93249	0.04619
38.24248	0.04571
38.36647	0.04426
38.40781	0.04700
38.71780	0.04603
38.88313	0.05409
38.97612	0.04378
39.26545	0.04056
39.46177	0.05070
39.56510	0.05070
39.85443	0.04700
39.98876	0.04829
40.04042	0.04378
40.26775	0.04571
40.44341	0.04990
40.50541	0.04813
40.75340	0.04780
40.93939	0.04748
41.01173	0.04201
41.23905	0.05006
41.40438	0.04474
41.47671	0.04426
41.72470	0.04362
41.89003	0.04104
41.97270	0.04958
42.22069	0.04861
42.39635	0.04845
42.45835	0.04104
42.68567	0.04523
42.86134	0.04539
42.93367	0.04281
43.16099	0.03814
43.33665	0.04233
43.41932	0.04474
43.69831	0.04925
43.91530	0.04426
43.94630	0.04184
44.22529	0.04458
44.45262	0.04233
44.59728	0.04652
44.88661	0.04587
45.10360	0.04845
45.21726	0.04523
45.53759	0.04458
45.76491	0.04345
45.85791	0.04120
46.17823	0.04362
46.39523	0.04410
46.48822	0.04442
46.78788	0.04458
47.01521	0.04780
47.08754	0.04152
47.40786	0.04378
47.63519	0.04362
47.73852	0.04507
48.07951	0.04555
48.31717	0.04329
48.42050	0.04716
48.72015	0.04587
48.94748	0.03975
49.05081	0.04845
49.35047	0.04635
49.56746	0.04635
49.68112	0.04458
49.98078	0.04619
50.18744	0.04394
50.27010	0.04587
50.55943	0.04507
50.75576	0.04813
50.84875	0.04362
51.10708	0.04023
51.25174	0.04056
51.32407	0.04813
51.62373	0.04410
51.73739	0.04619
51.83039	0.04523
52.14038	0.04104
52.27471	0.04072
52.36771	0.04023
52.62603	0.04490
52.80169	0.04474
52.87402	0.04942
53.13235	0.04797
53.30801	0.04732
53.39067	0.04362
53.64900	0.04490
53.85566	0.04217
53.94866	0.04426
54.18632	0.04587
54.37231	0.04732
54.44464	0.04136
54.72363	0.04007
54.91996	0.04684
55.02329	0.04249
55.32295	0.04925
55.55027	0.04120
55.66394	0.04619
56.04626	0.04668
56.31492	0.04410
56.44925	0.04571
56.82123	0.04378
57.07956	0.04764
57.22422	0.04378
57.64788	0.04668
57.91653	0.04716
58.04053	0.04490
58.46418	0.04233
58.67084	0.04056
58.77417	0.04458
59.08416	0.04571
59.28049	0.03959
59.37349	0.04893
59.70415	0.04732
59.90047	0.04297
60.00380	0.04780
60.31379	0.04571
60.57212	0.04362
60.69611	0.04394
61.06810	0.03798
61.32643	0.04684
61.38843	0.04168
61.88441	0.04378
62.20473	0.04088
62.32873	0.04555
62.81438	0.04474
63.11404	0.04603
63.25870	0.04700
63.77535	0.04748
64.09568	0.04925
64.26100	0.04507
64.69499	0.04168
65.00498	0.04716
65.15998	0.03749
65.57330	0.04345
65.87295	0.04426
66.00728	0.04201
66.46194	0.04748
66.74093	0.04265
66.87526	0.04442
67.34024	0.04458
67.67090	0.04217
67.81556	0.04635
68.22888	0.04217
68.49754	0.04523
68.69387	0.04652
69.08652	0.04813
69.38618	0.05183
69.55151	0.04684
69.94416	0.03878
70.19215	0.05151
70.59514	0.04652
70.86380	0.04716
70.99813	0.04668
71.35978	0.05006
71.60778	0.04587
71.73177	0.04942
72.12443	0.04474
72.36209	0.04748
72.45508	0.04490
72.79607	0.04233
73.00273	0.04942
73.13706	0.04378
73.48838	0.04780
73.72604	0.04652
73.86037	0.04700
74.23236	0.05280
74.45969	0.04700
74.59402	0.04668
74.89367	0.04974
75.12100	0.04764
75.19333	0.04716
75.50332	0.04958
75.73065	0.04362
75.85464	0.04619
76.23696	0.04716
76.45396	0.05167
76.59862	0.05038
77.04294	0.05538
77.33226	0.06649
77.48726	0.07326
77.96258	0.08292
78.22090	0.08228
78.38623	0.08760
78.90288	0.09017
79.16121	0.09662
79.30587	0.09662
79.69852	0.09420
79.90518	0.10032
80.04985	0.10081
80.48383	0.09323
80.82482	0.08679
81.01082	0.08035
81.47580	0.07165
81.81679	0.06762
81.99245	0.06391
82.50910	0.06327
82.79843	0.05795
82.93276	0.05876
83.30475	0.05538
83.52174	0.05215
83.62507	0.04958
83.91439	0.05087
84.04872	0.05683
84.15205	0.05280
84.44138	0.04861
84.68937	0.05473
84.84436	0.05683
85.21635	0.04893
85.48501	0.04877
85.64001	0.04748
86.15666	0.04780
86.48731	0.05215
86.72497	0.04265
87.28296	0.04635
87.66528	0.04909
87.83060	0.04539
88.37825	0.04394
88.72958	0.04829
88.88457	0.05022
89.35989	0.04893
89.65955	0.04974
89.82488	0.04507
90.31053	0.04748
